Number,Session,Speaker,Title,Slide,Topic,Community
30,8,yuukicammy,RとC++と画像処理 (PART3),NA,NA,Tokyo.R
30,9,kos59125,.NET で書いて R で実行,NA,NA,Tokyo.R
30,10,_TRIP_DANCER,fluentdとR でお手軽ログ解析,http://www.slideshare.net/michitakaiida/fluentdmongo-dbr,NA,Tokyo.R
30,11,sfchaos,R 3.0.0 is released!,http://www.slideshare.net/sfchaos/r300-is-relased,NA,Tokyo.R
30,12,nezuq,RでSPARQL,http://www.slideshare.net/nezuQ/rsparql,NA,Tokyo.R
30,13,wdkz,R-3.0.0を使ってみてわかったn個のこと,http://www.slideshare.net/wdkz/tokyor30-wdkz,NA,Tokyo.R
31,1,所沢義男,初心者セッション1,http://www.slideshare.net/TokorosawaYoshio/tokyor31-22286130,NA,Tokyo.R
31,2,aad34210,Rによるやさしい統計学 第7章 分散分析（後半の後半）,http://www.slideshare.net/aad34210/tokyo-r30-anovapart2,NA,Tokyo.R
31,3,hiratake55,中の人が語る seekR.jp の裏技（仮）,http://www.slideshare.net/hiratake55/seekrjp-22281554,NA,Tokyo.R
31,4,sanoche16,始めよう多変量解析～主成分分析編～,http://www.slideshare.net/sanoche16/tokyor31-22291701,NA,Tokyo.R
31,5,yokkuns,R言語で学ぶマーケティング分析 – 競争ポジショニング戦略 –,http://www.slideshare.net/yokkuns/r-22276096,NA,Tokyo.R
31,6,a_bicky,R による自然言語処理入門（仮）,http://www.slideshare.net/abicky/r-22325351,NA,Tokyo.R
31,7,gepuro,RとPythonによるデータ解析入門,http://www.slideshare.net/gepuro/rpython,NA,Tokyo.R
31,8,tetsuroito,RでARIMAの話,http://www.slideshare.net/tetsuroito/31tokyor-lt,NA,Tokyo.R
31,9,chiral,rzmqで並列分散コンピューティング,NA,NA,Tokyo.R
31,10,teramonagi,可視化周辺の進化がヤヴァイ～rChartsを中心として～,http://www.slideshare.net/teramonagi/tokyo-r31-20130601,NA,Tokyo.R
31,11,ts_3156,ABテストと結果の検定,http://www.slideshare.net/TerukiShinohara/ab-22285418,NA,Tokyo.R
31,12,kos59125,R で自然順ソートを実装してみた,NA,NA,Tokyo.R
32,1,doradora09,初心者セッション1,NA,NA,Tokyo.R
32,2,後前川清,テキスト,NA,NA,Tokyo.R
32,3,sanoche16,平均から正規分布まで,http://www.slideshare.net/sanoche16/ss-24443862,NA,Tokyo.R
32,4,sato_mitsunori,実践で学ぶネットワーク分析,http://www.slideshare.net/MitsunoriSato/tokyor32-network-analysis-24442516,NA,Tokyo.R
32,5,argyle320,質的変数の相関と因子分析,http://www.slideshare.net/mitsuoshimohata/ss-24419059,NA,Tokyo.R
32,6,tech_machii,S言語拡張のアイデアと淘汰,NA,NA,Tokyo.R
32,7,tanimocchi,サンプリングと推定(仮),NA,NA,Tokyo.R
32,8,manabian,NA,NA,NA,Tokyo.R
32,9,ts_3156,偽相関と偏相関係数,http://www.slideshare.net/TerukiShinohara/ss-24471453,NA,Tokyo.R
32,10,ts_3156,ニコニコ動画のタグネットワークを描画してみた,http://www.slideshare.net/TerukiShinohara/ss-24717316,NA,Tokyo.R
32,11,s3works,Rとオープンデータ(仮),http://www.slideshare.net/s3works/rapi,NA,Tokyo.R
33,1,aad34210,初心者セッション1,http://www.slideshare.net/aad34210/tokyo-r33-beginner,NA,Tokyo.R
33,2,argyle320,因子分析,http://www.slideshare.net/mitsuoshimohata/ss-25635356,NA,Tokyo.R
33,3,horihorio,ロジスティック回帰の考え方・使い方,http://www.slideshare.net/horihorio/tokyo-r33-logi,NA,Tokyo.R
33,4,TJO_datasci,Rで計量時系列分析～駆け足でCRANパッケージ総ざらい～,http://www.slideshare.net/takashijozaki1/tokyo-r130831-tjo,NA,Tokyo.R
33,5,nxafmoishq08jXG,Rで項目反応理論、テキストマイニング、研修やってますという三題噺,NA,NA,Tokyo.R
33,6,motivic_,21世紀の手法対決,http://www.slideshare.net/motivic/tokyo-r-lt-25759212,NA,Tokyo.R
33,7,doradora09,NA,http://www.slideshare.net/akiaki5516/doradora09-lt-tokyor33,NA,Tokyo.R
33,8,後前川清,僕がRを使って篠崎愛似の彼女を見つけるまで,NA,NA,Tokyo.R
33,9,teramonagi,とある金融屋の統計技師が時系列解析してみた,http://www.slideshare.net/teramonagi/ss-25774147,NA,Tokyo.R
33,10,Dubian,RcppEigen and SVD,http://www.slideshare.net/xiangze/rcppeigen-and-svd,NA,Tokyo.R
33,11,kos59125,ゴミ箱のポジショントーク,http://blog.recyclebin.jp/archives/4034,NA,Tokyo.R
33,12,qz70224,ひとり分散処理をやってみた,http://d.hatena.ne.jp/Oyamada/20130901/1378011172,NA,Tokyo.R
33,13,0kayu,R+python で KAGGLE2値予測に挑戦!,http://www.slideshare.net/yurieoka37/rpytho,NA,Tokyo.R
33,14,tanimocchi,相関係数と決定係数,http://www.slideshare.net/mocchi_/corelation-determinationregression-coefficient,NA,Tokyo.R
33,15,langstat,機動戦士ガンダムのその後,NA,NA,Tokyo.R
33,16,所沢義男,『データサイエンティストになれなかった皆さんへ(仮)』,NA,NA,Tokyo.R
33,17,DTakaguchi,位置情報アプリのチェックインデータを使った相関分析,NA,NA,Tokyo.R
34,1,doradora09,初心者セッション1,NA,NA,Tokyo.R
34,2,gepuro,決定木,http://www.slideshare.net/gepuro/decision-tree-27139297,NA,Tokyo.R
34,3,yokkuns,共分散構造分析,NA,NA,Tokyo.R
34,4,fuji_fujimon,MCMCとかの理論的なところをRで例を見ながら的な,http://www.slideshare.net/fuji_fujimon/mcmc-26910131,NA,Tokyo.R
34,5,sfchaos,アクションマイニングによる最適アクションの導出,http://www.slideshare.net/sfchaos/ss-27123062,NA,Tokyo.R
34,6,yokkuns,ドリコムの分析環境とデータサイエンス活用事例,http://www.slideshare.net/yokkuns/20130906-25950627,NA,Tokyo.R
34,7,中原誠,決定木を用いた、異性タイプの嗜好パターン分析,NA,NA,Tokyo.R
35,1,doradora09,初心者セッション1,http://www.slideshare.net/akiaki5516/10rver25,NA,Tokyo.R
35,2,yokkuns,人工データの発生,http://www.slideshare.net/yokkuns/tokyor35,NA,Tokyo.R
35,3,Nikoriks,Rユーザーのための？Julia入門,http://www.slideshare.net/Nikoriks/julia-28059489,NA,Tokyo.R
35,4,sfchaos,Data.tableパッケージで大規模データをサクッと処理する,http://www.slideshare.net/sfchaos/datatable,NA,Tokyo.R
35,5,Med_KU,Rでネットワーク解析とGIS,http://www.slideshare.net/Med_KU/20131109tokyor35,NA,Tokyo.R
35,6,kos59125,R Advent Calendar 2013 のご案内,NA,NA,Tokyo.R
35,7,tetsuroito,ロバスティーヌのお悩み,http://www.slideshare.net/tetsuroito/tokyo-r-lt-20131109,NA,Tokyo.R
35,8,hoxo_m,5分でわかるベイズ確率,http://www.slideshare.net/hoxo_m/5-28064011,modeling,Tokyo.R
35,9,chiral,Multi-Armed-Bundit in R,http://www.slideshare.net/MasayukiIsobe/tokyo-r35-bandit,NA,Tokyo.R
35,10,gepuro,しゅうかつ,http://www.slideshare.net/gepuro/ss-28080892,NA,Tokyo.R
35,11,Kazuo_Ishii_PhD,ソフトウェアジャパン2014の紹介,NA,NA,Tokyo.R
35,12,後前川清,西内まりやとセブンイレブンのドミナント戦略のKPIとVisualisationについて,NA,NA,Tokyo.R
36,1,doradora09,10分でわかるR言語入門ver2.6,https://www.slideshare.net/akiaki5516/10rver2-6,NA,Tokyo.R
36,2,TJO_datasci,Rによるやさしい統計学 第20章 検定力分析によるサンプルサイズの決定,https://www.slideshare.net/takashijozaki1/tokyo-r140222-tjo,NA,Tokyo.R
36,3,teramonagi,～knitrパッケージではじめる～『R MarkdownでReproducible Research』,https://www.slideshare.net/teramonagi/tokyo-r36-20140222,NA,Tokyo.R
36,4,Med_KU,RでSPADEとSNEを使って次元削減と可視化,https://www.slideshare.net/Med_KU/20140222-tokyor36-rspadevisne,NA,Tokyo.R
36,5,sanoche16,Rで学ぶ離散選択モデル,NA,NA,Tokyo.R
36,6,yokkuns,EasyHTMLReportの紹介 ,https://www.slideshare.net/yokkuns/easyhtmlreport,NA,Tokyo.R
36,7,所沢義男,dplyrパッケージ徹底解説,https://www.slideshare.net/TokorosawaYoshio/tokyor36,NA,Tokyo.R
36,8,れいや,ゲームパラメータの決定方法,NA,NA,Tokyo.R
36,9,Prunus1350,Rで部分空間法,https://www.slideshare.net/Prunus1350/tokyo-r-36lt,NA,Tokyo.R
36,10,tetsuroito,Rと確率分布,https://www.slideshare.net/tetsuroito/20140222-tokyor-lt-r,NA,Tokyo.R
36,11,kos59125,RStan で作る人工データ,NA,NA,Tokyo.R
36,12,housecat442,Rで見るサーモンの価格周期性,https://www.slideshare.net/shotayasui/salmon-cycle,NA,Tokyo.R
37,1,dradora09,10分でわかるR言語入門ver2.7,https://www.slideshare.net/akiaki5516/10rver27,NA,Tokyo.R
37,2,Prunus1350,テキスト ,https://www.slideshare.net/Prunus1350/tokyo-r-37,NA,Tokyo.R
37,3,srctaha,Rによる特徴選択,https://www.slideshare.net/sercantahaahi/feature-selection-with-r-in-jp,NA,Tokyo.R
37,4,sanoche16,Rで学ぶ離散選択モデル(リベンジ) ,https://www.slideshare.net/sanoche16/tokyo-r37thmlogit,NA,Tokyo.R
37,5,housecat442,Rでお部屋探し ,https://www.slideshare.net/shotayasui/for-slide-share-32879487,NA,Tokyo.R
37,6,aich8,Rで分位点回帰,NA,NA,Tokyo.R
37,7,菅井,rchartsによるインタラクティブな可視化表現,https://www.slideshare.net/yasuyukisugai/r-charts,NA,Tokyo.R
37,8,Hiro_macchan,ちょっと詳しい欠測データの補完,http://www.slideshare.net/Hiro_macchan/tokyo-r-37-hiromacchan,NA,Tokyo.R
37,9,yoshi_flt,生物成長曲線予測の事例 ,https://www.slideshare.net/yoshi_flt/tokyo-r37lt,NA,Tokyo.R
37,10,所沢義男,暮らしの中のデータマイニング その1 〜初対面の人に会うとき〜,http://www.slideshare.net/TokorosawaYoshio/tokyor37,NA,Tokyo.R
37,11,tetsuroito,カーネルとSVM ,https://www.slideshare.net/tetsuroito/20140329-tokyo-r-lt-svm,NA,Tokyo.R
37,12,soultoru,Rで3次元嫁を作る方法,https://www.slideshare.net/TohruKobayashi/rlint,NA,Tokyo.R
38,1,aad34210,導入セッション,NA,NA,Tokyo.R
38,2,Prunus1350,テキスト ,NA,NA,Tokyo.R
38,3,所沢義男,パッケージの作り方 ,http://www.slideshare.net/TokorosawaYoshio/r38,NA,Tokyo.R
38,4,sfchaos,機械学習のモデル構築・評価について,https://www.slideshare.net/sfchaos/ss-33703018,NA,Tokyo.R
38,5,horihorio,状態空間モデルの考え方•使い方 ,https://www.slideshare.net/horihorio/tokyo-r38-33704463,NA,Tokyo.R
38,6,berobero11,100人のための統計解析 – 和食レストラン編 ,https://www.slideshare.net/berobero11/100-33704777,NA,Tokyo.R
38,7,kos59125,R で学ぶ関数型プログラミング,http://blog.recyclebin.jp/archives/4250,NA,Tokyo.R
38,8,mtknnktm,Shinyを自由に使ってみる,https://www.slideshare.net/MasanoriTakano1/tokyor-33705499,NA,Tokyo.R
38,9,gg_hatano,Rで野球のデータ解析がしたい,https://www.slideshare.net/takumahatano18/r-33700633,NA,Tokyo.R
38,10,hoxo_m,swirl パッケージでインタラクティブ学習,https://www.slideshare.net/hoxo_m/swirl-33702974,NA,Tokyo.R
38,11,tanimocchi,アンケート分析で、AICを自力でstepより改善してみた ,https://www.slideshare.net/mocchi_/opt-aic-questionnaireanalysis,NA,Tokyo.R
38,12,CrowdSolving_jp,某データ分析コンペサイトの話 ,NA,NA,Tokyo.R
39,1,aad34210,続はじめてのR,https://www.slideshare.net/aad34210/tokyo-r39-beginner,NA,Tokyo.R
39,2,yokkuns,Rで学ぶデータマイニングⅠ 第14〜15章 ,https://www.slideshare.net/yokkuns/tokyor39-yokkuns,NA,Tokyo.R
39,3,data_sciesotist,(1)RStudioの日本語化(2)データサイエンスの研修やってます ,https://www.slideshare.net/data_sciesotist/39th-tokyor,NA,Tokyo.R
39,4,gg_hatano,Rで野球解析,https://www.slideshare.net/takumahatano18/r-35327687,NA,Tokyo.R
39,5,TeitoNakagawa,Excelで集計分析 ,NA,NA,Tokyo.R
39,6,Hiro_macchan,Rと地図（とベイズ）のお話 ,NA,NA,Tokyo.R
39,7,siero5335,Devium を使ったヒト血清中化学物質の解析,https://www.slideshare.net/eguchiakifumi/tokyo-r-35327399,NA,Tokyo.R
39,8,teramonagi,お前の逐モン、GETだぜ！ ,https://www.slideshare.net/teramonagi/get-35331018,NA,Tokyo.R
39,9,salinger001101,Rでダイエット ,https://www.slideshare.net/tojimat/diet-by-r,NA,Tokyo.R
39,10,kndt84,NA,NA,NA,Tokyo.R
39,11,gepuro,家に早く帰りたい ,https://www.slideshare.net/gepuro/ss-35422184,NA,Tokyo.R
39,12,igjit,((Rで)書く((もっとRっぽい) Lisp) インタプリタ),https://www.slideshare.net/igjit/r-r-lisp,NA,Tokyo.R
39,13,sorami,RとJulia,https://speakerdeck.com/sorami/tokyor-number-39-lt-rtojulia,NA,Tokyo.R
39,14,satkita,高速で前処理するNYSOL ,https://www.slideshare.net/SatoshiKitajima2/nysol-tokyor39,NA,Tokyo.R
40,1,aad34210,はじめてのR,https://www.slideshare.net/aad34210/tokyo-r38,NA,Tokyo.R
40,2,aad34210,続はじめてのR,https://www.slideshare.net/aad34210/tokyo-r39-beginner,NA,Tokyo.R
40,3,所沢義男,Rで学ぶデータマイニングⅠ 第16章 ,https://www.slideshare.net/TokorosawaYoshio/tokyor40-35862024,NA,Tokyo.R
40,4,kos59125,乱数の話,http://blog.recyclebin.jp/archives/4337,NA,Tokyo.R
40,5,argyle320,ハイブリッド型樹木法 ,https://www.slideshare.net/mitsuoshimohata/ss-35827973,NA,Tokyo.R
40,6,housecat442,動学的パネルデータ分析,https://www.slideshare.net/shotayasui/dynamic-panel-in-tokyo-r,NA,Tokyo.R
40,7,0kayu,独立成分分析 ,https://www.slideshare.net/yurieoka37/ss-35866478,NA,Tokyo.R
40,8,hisashinakayama,おとうさんでもできます ,https://www.slideshare.net/HisashiNakayama/r40lt,NA,Tokyo.R
40,9,data_sciesotist,RでExperience APIをいじる,https://www.slideshare.net/data_sciesotist/tokyo-r-20140614,NA,Tokyo.R
40,10,hoxo_m,チェビシェフの不等式,https://www.slideshare.net/hoxo_m/ss-35863564,NA,Tokyo.R
40,11,tetsuroito,socceR！,https://www.slideshare.net/tetsuroito/20140614-tokyo-r-lt,NA,Tokyo.R
40,12,yamano357,NA,NA,NA,Tokyo.R
41,1,doradora09,10分でわかるR言語入門ver2.8,https://www.slideshare.net/akiaki5516/10rver28-14-0712,NA,Tokyo.R
41,2,kotatyamatema,初めてのがR 〜R使いへの道,NA,NA,Tokyo.R
41,3,未定,Rで学ぶデータマイニングⅠ 第17章 ,NA,NA,Tokyo.R
41,4,kaz_yos,"Rパッケージ作成ハドリー風: devtools, roxygen2, testthatを添えて",http://t.co/zQ1girwhLo,NA,Tokyo.R
41,5,makiosum,I/Oについて　~ミスマッチを減らせ！～ ,NA,NA,Tokyo.R
41,6,salinger001101,サポートベクターマシン入門 〜オブジェクト自動識別システムの構築〜,http://www.slideshare.net/tojimat/tokyor-41,NA,Tokyo.R
41,7,yokkuns,とあるソーシャルゲームで行われた継続に関する分析,NA,NA,Tokyo.R
41,8,れいや,NA,NA,NA,Tokyo.R
41,9,中原誠,NA,NA,NA,Tokyo.R
41,10,所沢義男,Rから通知をとばす,http://www.slideshare.net/TokorosawaYoshio/r41-36956682,NA,Tokyo.R
41,11,u_ribo,Yokohama.Rはじめますた ,http://suryu.me/Talk_TokyoR41/#1,NA,Tokyo.R
41,12,atg,久しぶりのISM ,NA,NA,Tokyo.R
41,13,hiratake55,UseR!2014@LA ,http://www.slideshare.net/hiratake55/tokyo-r-user2014v01,NA,Tokyo.R
42,1,gepuro,R入門（dplyrでデータ加工),http://www.slideshare.net/gepuro/rdplyrtokyor42,NA,Tokyo.R
42,2,yokkuns,ggplot2によるデータ可視化,http://www.slideshare.net/yokkuns/tokyor42-ggplot2,NA,Tokyo.R
42,3,yokkuns,Rで学ぶデータマイニングⅠ 第18章 ,http://www.slideshare.net/yokkuns/tokyor42rdatamining18,NA,Tokyo.R
42,4,yamano357,はじめようテキスト自動要約,http://rpubs.com/yamano357/27317,NA,Tokyo.R
42,5,teramonagi,パッケージ作成法（RStudio編）,http://www.slideshare.net/teramonagi/r-38511360,NA,Tokyo.R
42,6,所沢義男,データハンドリング系の何か,http://www.slideshare.net/TokorosawaYoshio/r42-38524641,NA,Tokyo.R
42,7,haroperi,Rの影について ,NA,NA,Tokyo.R
42,8,hoxo_m,Bokete Player の裏側 ,http://t.co/eJTScyS8YE,NA,Tokyo.R
42,9,satkita,M-1グランプリ 〜前処理の頂点は誰だ!?〜,http://www.slideshare.net/SatoshiKitajima2/m1-38513054,NA,Tokyo.R
42,10,motivic_,Rで代数統計,http://www.slideshare.net/motivic/tokyor42algstat,NA,Tokyo.R
42,11,weda_654,dummiesパッケージ,http://www.slideshare.net/weda654/dummies-38555423,NA,Tokyo.R
43,1,doradora09,10分でわかるR言語入門ver2.9,http://www.slideshare.net/akiaki5516/10rver29-14-0920,NA,Tokyo.R
43,2,kashitan,前処理入門 ,https://www.slideshare.net/kashitan/20140920-tokyo-r43,NA,Tokyo.R
43,3,azu-azu,Rで学ぶ傾向スコア解析入門,NA,NA,Tokyo.R
43,4,siero5335,Rネイティブのbayesian inferenceである、LaplacesDemonの紹介 ,http://www.slideshare.net/eguchiakifumi/tokyo-r-43,NA,Tokyo.R
43,5,rossleedham,Getting Started with Shiny ,NA,NA,Tokyo.R
43,6,yokkuns,ykmeansパッケージ,NA,NA,Tokyo.R
43,7,shige_kei,NA,NA,NA,Tokyo.R
43,8,fqz7c3,32bit Windows で頑張るRandom Forest,NA,NA,Tokyo.R
43,9,0kayu,japanr ,NA,NA,Tokyo.R
43,10,hoxo_m,pipeR の使い方 ,http://www.slideshare.net/hoxo_m/piper-39315306,NA,Tokyo.R
43,11,kos59125,Reactive Programming with R,http://1drv.ms/1sbZsIb ,NA,Tokyo.R
44,1,doradora09,10分でわかるR言語入門,http://t.co/jC5EjrzqBX,tutorial,Tokyo.R
44,2,horihorio,テキスト：セグメンテーション ,http://t.co/Ti6IBnYMSv,NA,Tokyo.R
44,3,sanoche16,シリーズ前処理2014 小綺麗なデータ作成 ,http://www.slideshare.net/sanoche16/part2-40139848,manipulation,Tokyo.R
44,4,soultoru,Jubatusつかってみたよ ,http://t.co/Ge8vX0aU8t,NA,Tokyo.R
44,5,G.O.R.N,Cox Proportional Hazard Model on Azure ML,NA,NA,Tokyo.R
44,6,sfchaos,シリーズ前処理2014 次元削減,NA,manipulation,Tokyo.R
44,7,yamakita_lab,RColorBrewerとcolorRampPalette()で地図描画 ,http://t.co/kOcoX1Jwo7,NA,Tokyo.R
44,8,weda_654,Rユーザーのためのmコマンド ,http://t.co/z8JXHADRvl,NA,Tokyo.R
44,9,kumisky,ガチで理系な方に、その相関は間違ってます、と言われたマーケ女子の話 ,NA,NA,Tokyo.R
44,10,yokkuns,近況報告 ,NA,NA,Tokyo.R
44,11,所沢義男,この1年間を振り返って ,http://t.co/anSOEGo5ou,NA,Tokyo.R
44,12,tetsuroito,これからのRとデータの話をしよう ,http://t.co/TI5oZSyEKY,NA,Tokyo.R
44,13,yamano357,TokyoRの話,https://t.co/BoUzNNJagt,NA,Tokyo.R
44,14,siero5335,引用回数Top100にランクインした10の統計論文,http://t.co/wHOfu8yYZd,NA,Tokyo.R
45,1,doradora09,10分で分かるR言語入門3分バージョン,http://www.slideshare.net/akiaki5516/10r-150117upload,tutorial,Tokyo.R
45,2,aad34210,続はじめてのR,http://www.slideshare.net/aad34210/tokyo-r45-beginner2,tutorial,Tokyo.R
45,3,yokkuns,Rによる回帰分析 ,NA,statistics,Tokyo.R
45,4,tetsuroito,2015 Rコトハジメ ,http://www.slideshare.net/tetsuroito/20150117-tokyor-2015-r,tutorial,Tokyo.R
45,5,u_ribo,シリーズ前処理2015① ,http://www.slideshare.net/uribo/data-pretreatment,manipulation,Tokyo.R
45,6,tyatsuta,typedFunction ∼型情報でRをスピードアップ ,http://www.slideshare.net/yatsuta/150117tokyor,system,Tokyo.R
45,7,yokkuns,カーネル多変量解析第2章 カーネル多変量解析の仕組み ,http://www.slideshare.net/yokkuns/tokyor45,statistics,Tokyo.R
45,8,salinger001101,Jenkins によるレポートスクリプト管理,http://www.slideshare.net/tojimat/jenkins-43609342,knowlegde,Tokyo.R
45,9,gg_hatano,巨人の勝率を上げるbot作りました ,http://www.slideshare.net/takumahatano18/tokyo-r-45,NA,Tokyo.R
45,10,ksmzn,Shiny で確率分布を学ぶアプリ作った,http://www.slideshare.net/ksmzn/shinyshinyd3js,shiny,Tokyo.R
45,11,所沢義男,男の価値は作ったパッケージで決まる,http://www.slideshare.net/TokorosawaYoshio/r45lt,NA,Tokyo.R
45,12,wonder_zone,分析で好みの娘をぶっこぬく,http://www.slideshare.net/k_mori/tokyor-45,NA,Tokyo.R
45,13,hiratake55,R for Cloud Computing,http://www.slideshare.net/hiratake55/r-for-cloud-computing-43609330,NA,Tokyo.R
45,14,doradora09,KHCoderご紹介,http://www.slideshare.net/akiaki5516/15-0117-khcoder-43609276,NA,Tokyo.R
46,1,akiaki5516,10分で分かるr言語入門,http://www.slideshare.net/akiaki5516/10rver2-upload,tutorial,Tokyo.R
46,2,所沢義男,Rはオワコン,NA,tutorial,Tokyo.R
46,3,housecat442,重回帰分析で頑張りたい,http://www.slideshare.net/shotayasui/ss-44961623,statistics,Tokyo.R
46,4,berobero11,順序データでもベイズモデリング,http://www.slideshare.net/berobero11/20150221-44954159,modeling,Tokyo.R
46,5,Hiro_macchan,Logistic regression and Causal Effect Estimation,http://rpubs.com/Hiro_macchan/60861,statistics,Tokyo.R
46,6,yutannihilation,htmlwidgetsでJavascriptの可視化をRに,https://rpubs.com/yutannihilation/how-to-use-htmlwidgets,htmlwidgets,Tokyo.R
46,7,sato_mitsunori,cyREST入門～RとCytoscapeのAPI連携～,http://www.slideshare.net/MitsunoriSato/tokyor46-trycy-rest,visualize,Tokyo.R
46,8,__nakamichi__,R6パッケージの紹介：機能と実装,http://www.slideshare.net/__nakamichi__/r6-upload,system,Tokyo.R
46,9,teramonagi,ULT x 3,http://www.slideshare.net/teramonagi/ultra-lightning-talk-3,NA,Tokyo.R
46,10,tetsuroito,俺とRとディリクレ分布,http://www.slideshare.net/tetsuroito/20150221-tokyo-r-lt-r,NA,Tokyo.R
46,11,kikurage1001,Cox比例ハザードモデルとその周辺,http://www.slideshare.net/kikurage1001/cox-44956683,NA,Tokyo.R
46,12,gepuro,最強のハードディスクはどれだ？,http://www.slideshare.net/gepuro/ss-44957184,NA,Tokyo.R
46,13,u_ribo,Japan.R補完計画,http://www.slideshare.net/uribo/japanrtokyor46lt,NA,Tokyo.R
46,14,kos59125,Rにもしかして機能を追加した話,https://onedrive.live.com/view.aspx?resid=FD448A567D4BC37E!6194&ithint=file%2cpptx&app=PowerPoint&authkey=!AGLo3M_EBiXmInQ,NA,Tokyo.R
47,1,akiaki5516,10分で分かるr言語入門ver2,http://www.slideshare.net/akiaki5516/10rver2-upload,tutorial,Tokyo.R
47,2,aad34210,続初めてのR,http://www.slideshare.net/aad34210/tokyo-r47-beginner2,tutorial,Tokyo.R
47,3,kashitan,レベル2を目指す人のためのランダムフォレストまとめ,http://www.slideshare.net/kashitan/20150329-tokyo-r47,NA,Tokyo.R
47,4,sanoche16,ベイジアンモデリングによるマーケティングサイエンス〜状態空間モデルを用いたモデリング,https://www.slideshare.net/sanoche16/ss-45250183,modeling,Tokyo.R
47,5,yokkuns,UpliftモデルによるDM最適化,NA,NA,Tokyo.R
47,6,overlast,形態素解析器 MeCab の新語・固有表現辞書 mecab-ipadic-neologd のご紹介とその応用例に関するデモ,NA,NA,Tokyo.R
47,7,windfall_j,線形モデルによる文京区の賃貸物件価格の解釈,http://www.slideshare.net/windfall_j/ss-46390075,NA,Tokyo.R
47,8,tn1031,ElasticsearchとKibanaと少しだけR,NA,NA,Tokyo.R
47,9,housecat442,xgboost!,http://www.slideshare.net/shotayasui/xgboost-for-share,NA,Tokyo.R
47,10,kos59125,OracleとR,http://t.co/tgNWLhgg56,NA,Tokyo.R
1,1,syou6162,Tsukuba.Rの概要,http://d.hatena.ne.jp/syou6162/20080624/1214212893,NA,Tsukuba.R
1,2,syou6162,Rの基本データ構造、よく使う関数紹介 ,http://d.hatena.ne.jp/syou6162/20080725/1216968631,NA,Tsukuba.R
1,3,syou6162,Rでのぐぐりかた,http://d.hatena.ne.jp/syou6162/20080725/1217018655,NA,Tsukuba.R
1,4,Misho,"A history of the ""R"" ",NA,NA,Tsukuba.R
1,5,wakuteka,Happy gRaphics!,NA,NA,Tsukuba.R
1,6,syou6162,Rを使った統計勉強法【中心極限定理編】,http://d.hatena.ne.jp/syou6162/20080725/1216958812,NA,Tsukuba.R
1,7,t_yamazaki021,Rを使ったBAモデルのシミュレーション)(仮) ,NA,NA,Tsukuba.R
1,8,hogelog,はじめてのR ―恋するRはせつなくてLispを想うとついlambdaしちゃうの― ,NA,NA,Tsukuba.R
1,9,syou6162,apply familyの紹介,http://d.hatena.ne.jp/syou6162/20080725/1216958961,NA,Tsukuba.R
2,1,syou6162,アクセスログ解析をやってみよう,http://d.hatena.ne.jp/syou6162/20080914/1221307840,NA,Tsukuba.R
2,2,syou6162,もうちょっと高度なグラフィックス特集,http://d.hatena.ne.jp/syou6162/20080914/1221307975,NA,Tsukuba.R
2,3,y_benjo,やるおで学ぶSVM with R,http://www.slideshare.net/guest8ee130/svmr-with-yaruo-presentation,NA,Tsukuba.R
2,4,twittoru,プログラミングを9ミリも知らない俺がRでProject Eulerに挑戦してみた,http://www.slideshare.net/tor_ozaki/challenge-the-project-euler-with-r-presentation/,NA,Tsukuba.R
2,5,wakuteka,VSS(Vim Speaks Statistics),http://www.slideshare.net/wakuteka/tsukuba-r2-presentation,NA,Tsukuba.R
3,1,wakuteka,Rによるバイオインフォマティクスデータ解析,NA,NA,Tsukuba.R
3,2,syou6162,Rで学ぶシミュレーション入門 ,NA,NA,Tsukuba.R
3,3,zgmf-x20a,useR!2008報告 ,NA,NA,Tsukuba.R
3,4,sayamatcher,Rを使って論文の図を書いた実例の紹介,NA,NA,Tsukuba.R
3,5,twittoru,それRじゃなくてもできるよ~多言語と組合せて最高にキモいコードを書こう!~,NA,NA,Tsukuba.R
4,1,wakuteka,Rで学ぶ遺伝子多型解析,NA,NA,Tsukuba.R
4,2,hiratake55,Rで項目応答理論 ,NA,NA,Tsukuba.R
4,3,syou6162,Rを高速化するための10の方法(仮),http://d.hatena.ne.jp/syou6162/20090301/1235890688,NA,Tsukuba.R
4,4,y_benjo,RでTwitterのクラスタをあぶりだしてみた,http://www.slideshare.net/guest91c5ac/twitters-social-network-analysis,NA,Tsukuba.R
4,5,bonohu,テキストマイニングとDNA配列解析,NA,NA,Tsukuba.R
4,6,flashingwind,乱数と行列計算の言語としてRを使う(PageRank、NNなど) ,NA,NA,Tsukuba.R
4,7,gfx,CRANの歩き方,NA,NA,Tsukuba.R
4,8,riywo,Perlもいいんじゃない？,http://www.slideshare.net/riywo/tsukubar4,NA,Tsukuba.R
4,9,mickey24,Rで学ぶBrainf*ck,NA,NA,Tsukuba.R
5,1,yag_ays,3分で出来るRの回帰分析+α,NA,NA,Tsukuba.R
5,2,y_benjo,とあるサイトの禁書目録 Rでアクセスログを触るというアレについて,http://www.slideshare.net/ybenjo/a-certain-websites-index,NA,Tsukuba.R
5,3,bonohu,DBCLSと統合データベースプロジェクト,NA,NA,Tsukuba.R
